hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
MUsz1koF,"2-dome no Jinsei, to Omottara, Jitsu wa 3-dome Datta ~Rekishi Chishiki to Naisei Doryoku de Fukou na Rekishi no Kaihen ni Idomimasu~",reading,,4,2025-08-06,"@COMIC,２度目の人生、と思ったら、実は３度目だった。～歴史知識と内政努力で不幸な歴史の改変に挑みます～@COMIC,My Second Life... or So I Thought, but It's Actually My Third Life: Using My Knowledge of History and Domestic Policies to Change the Unfortunate History,2-dome no Jinsei, to Omottara, Jitsu wa 3-dome Datta.,My Second Life... or So I Thought, but It's Actually My Third Life ~Using My Knowledge of History and Domestic Policies to Change the Unfortunate History~,２度目の人生、と思ったら、実は３度目だった。～歴史知識と内政努力で不幸な歴史の改変に挑みます～,2-dome no Jinsei, to Omottara, Jitsu wa 3-dome Datta. - Rekishi Chishiki to Naisei Doryoku de Fukou na Rekishi no Kaihen ni Idomimasu",https://myanimelist.net/manga/180513?utm_source=comick,,https://www.mangaupdates.com/series/es2jbk5?utm_source=comick
0XHRLMsQ,Isekai Majutsushi wa Mahou o Tonaenai,reading,,40,2025-08-06,"異世界魔術師不詠唱魔法,Волшебник из другого мира не произносит заклинаний,Isekai Majutsushi wa Mahou wo Tonaenai,The Other World's Wizard Does Not Chant,異世界魔術師は魔法を唱えない THE COMIC,The Another World's Wizard Does Not Chant.,异世界魔术师不咏唱魔法",https://myanimelist.net/manga/127449?utm_source=comick,https://anilist.co/manga/119973?utm_source=comick,https://www.mangaupdates.com/series.html?id=167961&utm_source=comick
5idcBrCm,Kuromaku Ikka ni Tensei Shita kedo Gensaku Mushishite Dokuritsu Suru,reading,,4,2025-07-06,"Eu Fui Reencarnado em uma Família Vilã, Mas Vou Ignorar a História Original e Viver de Forma Independente,I was Reincarnated into a Villainous Family, but I'll Ignore the Original Story and Live Independently,I've been Reborn into a Mastermind Family, but I'm Going Independent, Ignoring the Original Story.,黒幕一家に転生したけど原作無視して独立する",,,
cd9x_RsS,The Reincarnated Assassin Is a Swordmaster,reading,,66,2025-06-06,"환생한 암살자는 검술 천재,The Reincarnated Assassin is a Genius Swordsman,重生刺客是天才剑士,El asesino reencarnado es un genio de la espada,Hwansaenghan Amsaljaneun Geomsul Cheonjae,ชีวิตใหม่ของนักฆ่าคือจอมดาบอัจฉริยะ,El asesino que reencarnó como un genio espadachín,L'Assassin et le Maître épéiste,刺客的劍術天才轉生錄,転生した暗殺者は剣術の天才",https://myanimelist.net/manga/162380?utm_source=comick,https://anilist.co/manga/168823?utm_source=comick,https://www.mangaupdates.com/series/ro0x0up?utm_source=comick
dKNIfsDH,Last Boss Toubatsugo ni Hajimeru Nishuume Boukensha Life Hajimari no Machi de Wakeari Bishoujo-tachi ga Mechakucha Natsuite kimasu,reading,,3,2025-06-06,"ラスボス討伐後に始める二周目冒険者ライフ はじまりの街でワケあり美少女たちがめちゃくちゃ懐いてきます,Adventurer Life After Defeating the Final Boss: Beautiful Girls with Complicated Circumstances Become Extremely Attached to Me in the Starting Town",https://myanimelist.net/manga/180790?utm_source=comick,https://anilist.co/manga/190109?utm_source=comick,https://www.mangaupdates.com/series/wo4es8x?utm_source=comick
jGKyV0vU,Return of the Sword God-Rank Civil Servant,reading,,49,2025-04-06,"Return of the High-Ranking Civil Servant,La regresión del funcionario de gobierno más fuerte,Regression of the Prosecutorial Official,검신급 공무원의 회귀",,https://anilist.co/manga/189667?utm_source=comick,https://www.mangaupdates.com/series/oe5hufg?utm_source=comick
Di19IEo5,The Lord of Coins,reading,,164,2025-04-06,"Lordun Parası Azalmaz Mı?,The Lord's Coins Aren't Decreasing?!,Разве монета лорда не уменьшается?!,領主大人的次元交易戰,Grenzenloser Reichtum,영주님의 코인이 줄지 않음?!,The Lord’s Coins Aren’t Decreasing?!,คอยน์เจ้าเมืองไม่ลดลงเลย?!,領主様のコインは減らない!?,领主大人的金币用不完,Does The Lord's Coin Not Shrink?!,Yeongjunimui Koini Julji Aneum?!,Насколько же богат этот граф?!,À JAMAIS RICHE !,El Dinero Del Señor No Disminuye",https://myanimelist.net/manga/148679?utm_source=comick,https://anilist.co/manga/133708?utm_source=comick,https://www.mangaupdates.com/series.html?id=180577&utm_source=comick
4ekXX19i,A Yandere's Obsessive Love: My Sweet Prison,reading,,,,"A Yandere's Obsessive Love: My Sweet Prison,ヤンデレ監禁生活は意外と天国です,El Amor Obsesivo de una Yandere: Mi Dulce Prisión",,,
1qUSPifv,Playing the PerfectFox-Eyed Villain,reading,,9,2025-19-04,"완벽한 실눈 악역을 연기하다,Performing as the Perfect Narrow Eyes Villain,Comment prétendre parfaitement d'être l'antagoniste aux yeux bridés,Я сыграю роль идеального злодея,瞇瞇眼反派怎麼這麼有禮貌？,완벽한 실눈 악역을 연기하다",,,
HHGhP7Z,Level 999 Goblin,reading,,,,"레벨999 고블린,ก็อบลินเลเวล 999,Lv999哥布林,레벨999 고블린,ë ë²¨999 ê³ ë¸ë¦°",,https://anilist.co/manga/192813?utm_source=comick,https://www.mangaupdates.com/series/nfyob5y?utm_source=comick
67KIqrcq,Belle puppée no Supadari Kon'yaku,reading,,8,2025-02-06,"Belle Poupée no Supadari Kon'yaku: ""Konomi Janai"" to Iwareta Ningyou-hime, Gaman wo Yametara Ouji ga Deredere ni Natta. Jitsuni Ai I!,Belle Poupée no Super Darling Kon'yaku,Belle Poupée no Super Darling Konyaku: ""Konomi ja Nai"" to Iwareta Ningyou Hime, Gaman wo Yametara Ouji ga Deredere ni Natta. Jitsu ni Ui!,Belle Poupée's Engagement,Belle Poupée's Engagement: The Doll Princess and the Smitten Prince,Belle Puppée’s Engagement - The Doll Princess and the Smitten Prince,ベル・プペーのスパダリ婚約～「好みじゃない」と言われた人形姫、我慢をやめたら皇子がデレデレになった。実に愛い！～（コミック）,ベル・プペーのスパダリ婚約,Belle puppée no Supadari Kon'yaku,Belle puppée no Supadari Kon'yaku: ""Konomi ja Nai"" to Iwareta Ningyou Hime, Gaman wo Yametara Ouji ga Deredere ni Natta. Jitsu ni Ui!,Beru Puppei no Supadari Kon'yaku: ""Konomi janai"" to iwareta Ningyo Hime, Gaman wo yametara Oji ga Dere Dere ni natta. Jitsu ni Aii!,Belle puppée's Engagement,Belle puppée's Engagement: The Doll Princess and the Smitten Prince,Pernikahan Spadari Belle Puppei,Pernikahan Spadari Belle Puppei: Putri Boneka yang Dikatakan 'Tidak Suka', Ketika Berhenti Bersabar, Pangeran Menjadi Manja. Sangat Menggemaskan!,Hôc ước của búp bê xinh đẹp và hôn phu tuyệt với",https://myanimelist.net/manga/177626?utm_source=comick,https://anilist.co/manga/186038?utm_source=comick,https://www.mangaupdates.com/series/hjn5hnf?utm_source=comick
jCi1nqrR,Dear Bath,reading,,,,"ディア風呂,Diaburo,디어 목욕,Dia Buro",https://myanimelist.net/manga/155812?utm_source=comick,https://anilist.co/manga/128318?utm_source=comick,https://www.mangaupdates.com/series/ugrkso5?utm_source=comick
ANz6Q8d8,Mukuchina Miyashita-san no Shikiyoku Channel,reading,,2,2025-31-05,"แชนแนลสุดกามของคุณมิยาชิตะผู้เงียบขรึม,無口な宮下さんの色欲チャンネル,Silent Miyashita-san's Sexy Channel,Mukuchina Miyashita-san no Shikiyoku Channel,Quiet Classmate Who Posts Naughty Photos on SNS,ลับ!! แชนเนลสุดสยิว ของคุณมิยาชิตะผู้เงียบขรึม",https://myanimelist.net/manga/148086?utm_source=comick,https://anilist.co/manga/149747?utm_source=comick,https://www.mangaupdates.com/series/a3miu31?utm_source=comick
xV3m7ahH,Savage Hero,reading,,84,2025-30-05,"鬼畜英雄,Pahlawan Biadab,Kichiku Eiyuu,귀축 영웅,Pahlawan Biadab,Incubus of Frustration,Kichiku Hero",https://myanimelist.net/manga/146636?utm_source=comick,https://anilist.co/manga/139415?utm_source=comick,https://www.mangaupdates.com/series.html?id=187958&utm_source=comick
SFOWLELU,Gedou Tenisha no Harem Dungeon Seisakuki,reading,,15,2025-30-05,"外道転移者のハーレムダンジョン製作記,Notas para Producir un Harem de Mazmorra para un Invocado de Otro Mundo,Registros de La Creación de La Mazmorra del Harem del Demonio de Otro Mundo,外道转移者的后宫筑城记,Bad Reincarnation's Harem Dungeon Creation Story,Records of the Creation of the Demon Otherworlder's Harem Dungeon,Gedou Ten'isha no Harem Dungeon Seisakuki",https://myanimelist.net/manga/143139?utm_source=comick,https://anilist.co/manga/140243?utm_source=comick,https://www.mangaupdates.com/series.html?id=183318&utm_source=comick
JfAH6DI1,Seinaru Otome to Himegoto wo,reading,,25,2025-30-05,"The Holy Maiden and the Secret,聖なる乙女と秘めごとを,Seinaru Otome to Himegoto o,與聖潔少女們的不可告人之事,与圣洁少女们的不可告人之事,Doing Secret Things with the Holy Maidens,Bí mật của những trinh nữ thiêng liêng",https://myanimelist.net/manga/172318?utm_source=comick,https://anilist.co/manga/181248?utm_source=comick,https://www.mangaupdates.com/series/otxweat?utm_source=comick
Z66Ryb33,Killer Alchemist -Assassinations in Another World- (Official),reading,,22,2025-30-05,"Ansatsu Skill de Isekai Saikyou: Renkinjutsu to Ansatsujutsu o Kiwameta Ore wa, Sekai o Kage kara Shihai Suru,Killer Alchemist -Assassinations in Another World-,Killer Alchemist: Assassinations in Another World,My Assassination Skills Are the Strongest in Another World: Having Mastered Alchemy and Assassination, I Dominate the World from the Shadows,The Strongest in Another World with Assassination Skills - I, Who Has Mastered Alchemy and Assassination, Dominate the World from Behind,แกร่งสุดในต่างโลกด้วยสกิลลอบสังหาร ~ผสานศาสตร์เล่นแร่แปรธาตุและสกิลลอบสังหาร ปกครองโลกจากเงามืด~ (SIC),暗殺スキルで異世界最強　~錬金術と暗殺術を極めた俺は、世界を陰から支配する~,암살 스킬로 이세계 최강 ~연금술과 암살술을 단련한 나는, 세계를 음지에서 지배한다~,Ansatsu Skill de Isekai Saikyou - Renkinjutsu to Ansatsujutsu o Kiwameta Ore wa, Sekai o Kage kara Shihai Suru,暗殺スキルで異世界最強,暗殺スキルで異世界最強 ~錬金術と暗殺術を極めた俺は、世界を陰から支配する~",,,
uTQqEjIB,Succubus Tamer no Isekai Musou - Maboro Shijuutachi no Chi wo Hiku Saikyou no Succubus to Hajimeru Mazoku Ryou Kaitaku,reading,,5,2025-29-05,"サキュバステイマーの異世界無双　幻獣たちの血を引く最強のサキュバスとはじめる魔族領開拓（コミック）,Укротитель суккубов в другом мире",https://myanimelist.net/manga/169824?utm_source=comick,https://anilist.co/manga/162295?utm_source=comick,https://www.mangaupdates.com/series/bmd8enh?utm_source=comick
D5k65BFu,"Ore ga Kokuhaku Sarete Kara, Ojou no Yousu ga Okashii",reading,,5,2025-29-05,"A jovem dama tem agido estranho desde que alguém se confessou para mim,Perilaku Nona Muda Menjadi Aneh Sejak Seseorang Menyatakan Cinta Padaku,Sau Khi Có Người Tỏ Tình Với Tôi, Vị Tiểu Thư Đột Nhiên Cư Xử Lạ Lắm,Молодая леди ведёт себя странно с тех пор, как кое-кто признался мне в чувствах,Когда мне признались в чувствах, молодая леди стала вести себя странно.,俺が告白されてから、お嬢の様子がおかしい。,Ore ga Kokuhaku Sarete Kara, Ojou no Yousu ga Okashii.,The Young Lady Has Been Acting Weird Ever Since Someone Confessed to Me,After I Was Confessed to, the Young Lady Looked Strange",https://myanimelist.net/manga/175588?utm_source=comick,https://anilist.co/manga/183719?utm_source=comick,https://www.mangaupdates.com/series/c7rbmef?utm_source=comick
0kEZFcIQ,Saimin Superchat - Iinari Joshi no Hazukashi Sugiru Nama Haishin,reading,,,,"催眠スパチャ～いいなり女子の恥ずかしすぎる生配信,Hypnotic Super Chats: She Can't Say No While Live!",,,https://www.mangaupdates.com/series/d5fc59e?utm_source=comick
G4CFsrK2,"Makutsu no Ou ~Yomei Ikkagetsu no Doutei, Mahou Shoujo Harem o Kizuite Ou e Kunrinsu~",reading,,6,2025-29-05,"魔窟の王～余命一か月の童貞、魔法少女ハーレムを築いて王へ君臨す～（コミック）,魔窟の王～余命一か月の童貞、魔法少女ハーレムを築いて王へ君臨す～,The King of the Monster Cave: A Male Virgin with One Month Left to Live, Builds a Magical Girl Harem and Reigns as King,Makutsu no Ou ~Yomei Ikkagetsu no Doutei, Mahou Shoujo Harem wo Kizuite Ou he Kunrinsu~",https://myanimelist.net/manga/176518?utm_source=comick,https://anilist.co/manga/184771?utm_source=comick,https://www.mangaupdates.com/series/y5w4gb3?utm_source=comick
FNFKqJEh,Umarekawattara Teisou Gyakuten Sekai,reading,,14,2025-27-05,"Umarekawattara Teisou Gyakuten Sekai,生まれ変わったら貞操逆転世界,If You Are Reborn, the World of Chastity Will Be Reversed,I'm Reincarnated Into a World of Reversed Chastity",https://myanimelist.net/manga/167998?utm_source=comick,https://anilist.co/manga/150690?utm_source=comick,https://www.mangaupdates.com/series/n2hqtoc?utm_source=comick
sRFJJX4e,"Extraordinary World! I, a vampire...",reading,,6,2025-27-05,"超凡世界!我,吸血...,Chāofán Shìjiè! Wǒ, Xīxuè...,Extraordinary World! I, a Vampire...,My Vampire System,超凡世界！我，吸血鬼？！,Extraordinary World?! Me... A Vampire?!,Extraordinary World! Me... A Vampire!",,https://anilist.co/manga/194941?utm_source=comick,https://www.mangaupdates.com/series/ytexyjp?utm_source=comick
WE2c9JfT,Maou to Yuusha no Tatakai no Ura de,reading,,18.3,2025-27-05,"Reincarnated Into a Game as the Hero’s Friend: Running the Kingdom Behind the Scenes,魔王と勇者の戦いの裏で,Behind the Battle of the Hero and the Demon King,Reincarnated Into a Game as the Hero's Friend: Running the Kingdom Behind the Scenes,勇者战记帷幕后,魔王与勇者之战的背后,마왕과 용사의 전쟁 뒤에서,Reincarnated Into a Game as the Hero’s Friend (Meian),Behind the battle of the Hero and the Demon King",https://myanimelist.net/manga/149333?utm_source=comick,https://anilist.co/manga/158407?utm_source=comick,https://www.mangaupdates.com/series/512scmf?utm_source=comick
HHGeedG,Love Letter from the Future,reading,,34,2025-26-05,"未来からのラブレター〜滅亡する世界の英雄は俺！？〜,미래에서 온 연애편지,A Love Letter From the Future,미래에서 온 연애편지,未来からのラブレター〜滅亡する世界の英雄は俺！？〜, 미래에서 온 연애편지",,,
a6xOodWu,Log into the Future,reading,,221,2025-23-05,"Cao Võ Vạn Năm Tiến Hóa,Cao Võ: Hạ Cánh Đến Một Vạn Năm Sau,Gāo Wǔ: Dēnglù Wèilái Yī Wàn Nián,Iniciando sesión en 10.000 años en el futuro,Leveling Up into the Future,Logado 10000 Anos No Futuro,Logging 10,000 Years Into the Future,Я прокачиваюсь во сне, убивая монстров,アクセス：1万年後の未来に,만년 후 미래에서 레벨업,Apex Future Martial Arts,Martial Art: Future's Ten Thousand Years,Gao Wu: Denglu Weilai Yi Wan Nian,Subindo de Nível no Futuro,Logging 10,000 Years into the Future,高武：登陆未来一万年,Subiendo de nivel 10.000 años en el futuro",,https://anilist.co/manga/160980?utm_source=comick,https://www.mangaupdates.com/series/aisxzxr?utm_source=comick
